query_en,query_zh,has_ai_overview,all_items,cited_sources,all_references,related_searches
cupping therapy near me,附近拔罐,True,"['\u200c优先选择正规机构\u200c：如中医院、社区卫生服务中心或持有《医疗机构执业许可证》的理疗馆，避免无资质的小店。', '\u200c查看用户评价\u200c：重点关注环境消毒、技师专业度、服务流程是否规范，警惕过度宣传“包治百病”的商家。', '\u200c提前沟通需求\u200c：部分机构提供走罐、闪罐等不同手法，可电话咨询是否匹配自身需求（如祛湿、止痛）。', '\u200c禁忌人群需谨慎\u200c：皮肤破损、出血性疾病、孕妇、心脏病患者不宜拔罐；饱腹或空腹时也需避免。', '\u200c操作规范很重要\u200c：留罐时间一般为5-15分钟，技师需根据体质调整力度，避免同一部位反复拔罐导致皮肤损伤。', '\u200c拔罐后护理\u200c：24小时内避免受凉、洗澡，若出现水疱、晕罐（头晕恶心）需及时处理。', '\u200c颜色越深≠效果越好\u200c：罐印颜色反映体质（紫暗提示淤血、鲜红提示湿热），但并非颜色越深疗效越佳。', '\u200c拔罐不能替代治疗\u200c：对颈椎病、关节炎等慢性病仅有辅助作用，需结合药物或专业治疗。', '\u200c非人人适合拔罐\u200c：体虚、老年人需减少频率，建议每周不超过1次，避免过度消耗气血。']",[],[],"['附近拔罐店500米', '附近有拔罐的地方吗', '附近按摩店地址100米以内', '附近按摩上门大概多少钱', '离我最近的拔罐馆', '附近有拨火壦的地方的', '附近理疗店', '中医刮痧拔罐培训班', '附近针灸拔罐', '附近按摩刮痧拔罐店有吗']"
cupping near me,附近拔火罐,False,,,,"['拔火罐哪里有卖', '附近有拔罐的地方吗', '附近拔罐店500米', '附近正规刮痧拔罐店', '附近有拨火壦的地方的', '离我最近的拔罐馆', '离我最近按摩拔罐店', '中医刮痧拔罐培训班', '附近按摩刮痧拔罐店有吗', '附近哪里有拔罐刮痧']"
what is cupping therapy,拔罐是什么,False,,,,"['放血疗法视频教程', '拔罐对身体好吗', '拔罐对性功能的好处', '拔罐有什么用', '拔罐能不能去湿气', '真空拔罐器能拔出寒气吗', '足浴店的口拔罐是什么意思', '按摩拔罐是什么意思', '拔罐是啥意思', '拔罐的定义']"
cupping massage therapy,拔罐推拿,True,"['\u200c拔罐\u200c：', '\u200c推拿\u200c：', '\u200c适用情况\u200c：', '\u200c禁忌与风险\u200c：', '\u200c专业指导\u200c：初次尝试建议在\u200c正规医疗机构或经验丰富的中医师\u200c指导下进行，避免自行操作失误。', '\u200c频率控制\u200c：拔罐同一部位每周不超过1次；推拿根据需求调整，保健每周1-2次为宜。', '\u200c后续护理\u200c：拔罐后注意保暖，24小时内避免接触冷水；推拿后适量补充水分，避免立即剧烈运动。', '\u200c“拔罐颜色越深效果越好”\u200c：颜色深浅与体质、吸附力度相关，并非疗效标准。', '\u200c“推拿越痛越有效”\u200c：适度酸痛是正常反应，但剧烈疼痛可能提示操作不当或存在损伤风险。']",[],[],"['拔罐器具大全', '刮痧拔罐', '拔火罐培训', '放血拔罐', '拔罐的作用与功效', '推拿拔罐有什么好处', '拔罐和推拿哪个效果好', '离我最近的按摩推拿拔火罐', '按摩拔罐的好处', '拔罐疗法']"
massage cupping therapy,推拿拔罐疗法,True,"['\u200c拔罐\u200c：', '\u200c推拿\u200c：', '\u200c适用情况\u200c：', '\u200c禁忌与风险\u200c：', '\u200c专业指导\u200c：初次尝试建议在\u200c正规医疗机构或经验丰富的中医师\u200c指导下进行，避免自行操作失误。', '\u200c频率控制\u200c：拔罐同一部位每周不超过1次；推拿根据需求调整，保健每周1-2次为宜。', '\u200c后续护理\u200c：拔罐后注意保暖，24小时内避免接触冷水；推拿后适量补充水分，避免立即剧烈运动。', '\u200c“拔罐颜色越深效果越好”\u200c：颜色深浅与体质、吸附力度相关，并非疗效标准。', '\u200c“推拿越痛越有效”\u200c：适度酸痛是正常反应，但剧烈疼痛可能提示操作不当或存在损伤风险。']",[],[],"['拔罐疗法', '推拿和拔罐', '针灸推拿按摩拔罐', '图解拔罐保健疗法', '拔罐法的治疗作用', '推拿治疗手法', '推拿拔火罐培训', '中医按摩拔罐培训', '最近的按摩推拿拔火罐', '按摩拔罐']"
cupping massage,拔罐按摩,True,"['\u200c负压原理\u200c：通过罐内燃烧或抽气形成负压，吸附皮肤及软组织，刺激局部血液循环和代谢。', '\u200c疏通经络\u200c：针对穴位或肌肉紧张区域，帮助缓解\u200c肩颈酸痛、腰背僵硬\u200c等问题。', '\u200c祛湿排毒\u200c：中医认为拔罐可促进体内湿气排出，改善疲劳、水肿等亚健康状态。', '\u200c肌肉劳损\u200c：久坐、运动后肌肉紧张，拔罐可放松筋膜，减轻酸痛。', '\u200c感冒初期\u200c：背部拔罐有助于驱散风寒，缓解鼻塞、头痛。', '\u200c湿气重\u200c：表现为舌苔厚、四肢沉重时，拔罐可辅助调理体质。', '\u200c时间控制\u200c：留罐不宜超过15分钟，避免皮肤起水泡或淤血过重。', '\u200c部位选择\u200c：避开骨骼凸起、血管丰富或皮肤破损处，优先选择肌肉丰厚的区域。', '\u200c保暖防风\u200c：拔罐后毛孔张开，需避免吹风、冷水澡，建议饮用温水。', '\u200c禁忌人群\u200c：孕妇、凝血功能障碍者、严重心脏病患者、皮肤过敏或破损者。', '\u200c风险提示\u200c：操作不当可能导致烫伤、皮肤感染，非专业人员不建议自行尝试。', '\u200c淤血颜色解读\u200c：紫红色可能提示局部寒湿或淤堵，但需结合个体体质综合判断，不可作为疾病诊断依据。']",[],[],"['附近那有按摩拔罐的地方', '附近按摩拔罐', '拔罐对性功能的好处', '拔罐的使用方法', '按摩用品', '汗蒸的最佳时间', '女全身刮痧拔罐视频教程', '拔罐的作用与功效', '拔罐是伤气还是补气', '背上拔罐的位置图片']"
what is cupping,什么是拔罐,False,,,,"['放血疗法视频教程', '拔罐有什么用处', '拔罐对性功能的好处', '拔罐概念', '真空拔罐器能拔出寒气吗', '按摩拔罐是什么意思', '拔罐的定义', '拔罐是干什么的', '拔罐是啥意思', '拔罐是伤气还是补气']"
massage,按摩,False,,,,"['按摩精油', '女人去spa是泄欲还是补气', '女性乳房被按摩师摸了会得白血病吗', '四个已婚妇女去按摩会得白血病吗', '沐浴按摩spa', '夫妻俩一起养生按摩推拿', '全身spa按摩精油', '丈夫带妻子去按摩治疗不孕', '女性私处按摩一般要几天', '妻子按摩治疗不孕']"
cupping therapy benefits,拔罐的好处,True,"['\u200c禁忌人群\u200c：皮肤破损、出血性疾病、严重心脏病、孕妇腰腹部、体虚者慎用。', '\u200c操作规范\u200c：留罐时间不宜超过15分钟，避免同一部位反复拔罐导致皮肤损伤。', '\u200c后续护理\u200c：拔罐后注意保暖，4小时内避免接触冷水或冷风，适当补充温水。']",[],[],"['拔罐有啥好处', '拔罐对身体好吗', '拔罐对性功能的好处', '拔火罐后多久能洗澡', '拨火拔罐的作用与功效', '拔罐是伤气还是补气', '拔罐减肥真的能瘦吗', '拔火罐真的能去湿气吗', '放血疗法视频教程', '正确的拔罐方法']"
cupping set,拔罐套装,True,"['\u200c真空抽气式\u200c：通过抽气枪形成负压吸附，\u200c不用明火、操作安全\u200c，适合家庭日常使用，套装通常含 12-32 个罐体及抽气工具 。', '\u200c玻璃火罐式\u200c：传统拔罐方式，\u200c温热效果较好\u200c，透明度高便于观察皮肤变化，但需配合点火棒使用，收纳时需注意防碎 。', '\u200c硅胶按压式\u200c：材质柔软不易碎，\u200c通过挤压调节负压\u200c，便携性好适合随身携带，但保温性能相对较弱 。\u200c\u200c\u200c4百科\u200c', '\u200c康祝\u200c：真空抽气式套装较受欢迎，12-24 罐装价格约\u200c15 元至 50 元\u200c，用户评价中""简单方便""""吸力足够""是高频关键词 。', '\u200c可孚\u200c：产品线丰富，6-24 罐套装价格约\u200c10 元至 60 元\u200c，部分套装含收纳盒、刮痧板等配件 。', '\u200c华佗牌\u200c：玻璃火罐和真空罐均有，10-24 罐装价格约\u200c20 元至 80 元\u200c，礼盒款适合送长辈 。', '\u200c晨业\u200c：玻璃火罐套装为主，10-16 罐装价格约\u200c10 元至 60 元\u200c，部分套装含点火棒、穴位图、精油等 。\u200c\u200c\u200c', '\u200c初学者首选真空式\u200c：无需明火操作更安全，手拧式或抽气枪式都可快速上手，避免传统火罐的烫伤风险 。', '\u200c关注罐口光滑度\u200c：无论玻璃、硅胶还是竹罐，罐口需光滑无毛刺，避免使用时划伤皮肤，收纳时注意清洁防霉 。', '\u200c单次使用 10-15 分钟\u200c：负压吸附后留罐时间不宜过长，操作结束后\u200c避免立即洗澡或剧烈运动\u200c，皮肤有破损或炎症时不宜使用 。\u200c\u200c4百科\u200c']",[],"[{'title': '【拔火罐器】价格_拔火罐器图片 - 京东', 'link': 'https://so.m.jd.com/chanpin/2228497.html', 'source': '京东'}, {'title': '正品拔火罐品牌排行榜', 'link': 'https://www.jd.com/phb/919247ae054af525b243.html', 'source': '京东'}, {'title': '拔火罐套装', 'link': 'https://yp.m.jd.com/919291c37a531d2eaa56.html', 'source': '京东'}, {'title': '中华拔罐器', 'link': 'http://baike.baidu.com/item/%E4%B8%AD%E5%8D%8E%E6%8B%94%E7%BD%90%E5%99%A8/7767963', 'source': '百度百科'}, {'title': '买拔罐用具买哪种好', 'link': 'https://s.fh21.com.cn/tcms/mip/7858882.html', 'source': '复禾健康'}, {'title': '【拔罐器-拔罐图片】_海量精选拔罐器-拔罐图片大全 - 阿里巴巴', 'link': 'https://m.1688.com/photo/-B0CEB9DEC6F72DB0CEB9DECDBCC6AC.html?beginPage=2', 'source': '阿里巴巴1688'}, {'title': '【真空拔火罐】价格_真空拔火罐图片 - 京东', 'link': 'https://so.m.jd.com/chanpin/498199.html', 'source': '京东'}]","['拔罐器具大全', '中医拔罐的好处', '拔罐器多少钱一套20个罐', '医用拔罐器大全图片价格', '新型拔罐器', '拔罐器图片', '火罐套装品牌', '火罐套装多少钱', '火罐套装推荐词', '火罐套装的功效']"
herbal chinese medicine,中草药,True,"['\u200c来源分类\u200c', '\u200c应用领域\u200c', '\u200c辨证施治\u200c 中草药强调根据患者体质、症状和季节调整配方，例如风寒感冒用麻黄，风热感冒则选连翘。', '\u200c配伍禁忌\u200c 传统理论提出“十八反”“十九畏”，如人参不宜与藜芦同用，避免毒性或药效抵消。', '\u200c现代研究\u200c 通过提取技术（如色谱分析）明确有效成分（如青蒿素），结合临床试验验证安全性与疗效，推动中药国际化。', '\u200c个体差异\u200c：过敏体质者慎用动物类或含蛋白成分的中药。', '\u200c药物相互作用\u200c：部分中草药可能影响西药代谢，如银杏叶与抗凝血药同用增加出血风险。', '\u200c长期监测\u200c：含马兜铃酸的关木通等可能损伤肾脏，需定期检查肝肾功能。']",[],[],"['药材网中药材交易平台官网', '痔疮中草药偏方大全', '中草药一览表', '中草药期刊', '中草药收购平台', '中草药降血压什么药最好', '100种药材价格表', '大量收购野生中草药', '中草药认识大全图片', '常用中草药']"
chinese medicine,中医,True,"['\u200c诊断靠四诊\u200c：医生通过\u200c望\u200c（看面色舌苔）、\u200c闻\u200c（听声音嗅气味）、\u200c问\u200c（问症状病史）、\u200c切\u200c（摸脉搏）来收集身体信息，判断哪里出了问题 。\u200c\u200c1百科', '\u200c治疗手段多\u200c：', '\u200c擅长治啥病\u200c：中医在\u200c慢性病\u200c、\u200c功能性疾病\u200c和\u200c康复\u200c方面有优势，比如风湿痹痛（类似强直性脊柱炎）、妇科调理（如崩漏）、消化系统问题等 。\u200c\u200c\u200c', '\u200c四大经典著作\u200c：', '\u200c核心理论\u200c：', '\u200c文化别称\u200c：中医也叫\u200c歧黄\u200c（源于黄帝与歧伯）、\u200c杏林\u200c（源于名医董奉种杏）、\u200c悬壶\u200c（源于卖药老者葫芦）等 。\u200c\u200c', '\u200c认准正规资质\u200c：', '\u200c警惕非法行医\u200c：', '\u200c饮食养生因人而异\u200c：']","[{'title': '中医', 'link': 'https://baike.baidu.com/item/中医/234039', 'source': '百度百科'}]","[{'title': '中医', 'link': 'https://baike.baidu.com/item/中医/234039', 'source': '百度百科'}, {'title': '中医学', 'link': 'https://baike.baidu.com/item/中医学/1020433', 'source': '百度百科'}, {'title': '中医药知识科普 ', 'link': 'https://mp.weixin.qq.com/s?__biz=MzA5NTcxOTMxMQ==&mid=2650951057&idx=6&sn=b6cbbbb6c6331d9649990803119cb89c&chksm=8a8cbb52f5e3af8000567a8dc43596928def3809e059e765e573da1142a3db14b017277f90b6&scene=27', 'source': '微信公众平台'}, {'title': '中医的治疗方面有哪些', 'link': 'https://www.bohe.cn/article/view/43ibt9hw1kmvfcj.html', 'source': '博禾医生'}, {'title': '黄帝内经', 'link': 'http://baike.baidu.com/item/%E9%BB%84%E5%B8%9D%E5%86%85%E7%BB%8F/61108543', 'source': '百度百科'}, {'title': '何为中医', 'link': 'http://www.hdszyy.com/class_content.asp?content=241', 'source': '邯郸市中医院官网'}, {'title': '中医关于身体的基本概念', 'link': 'http://www.yilianmeiti.com/article/2684929.html', 'source': '陈柳丹'}, {'title': '何为中医', 'link': 'https://www.hdszyy.cn/content.asp?content=241', 'source': '医院动态'}, {'title': '中华人民共和国中医药法 ', 'link': 'https://sctcm.sc.gov.cn/sctcm/flfl/2023/10/13/54832bf4aab44752a0fc100a0ca5a044.shtml', 'source': '四川省中医药管理局'}, {'title': '如何报考中医?这些事项你应该知道! ', 'link': 'https://sctcm.sc.gov.cn/sctcm/gggs/2019/6/22/1fc188e4c61b495794a033cf26fb2ca8.shtml', 'source': '四川省中医药管理局'}, {'title': '严打中医医疗违法违规行为!我国开展为期一年专项治理', 'link': 'https://baijiahao.baidu.com/s?id=1865430970481789257&wfr=spider&for=pc', 'source': '红网'}, {'title': '中医知识大全', 'link': 'https://www.scnjdx.gov.cn/dxq/zyykpzs/202406/5e16a82aaf144c678cca7e3fb4001847.shtml', 'source': '内江市东兴区人民政府'}]","['中医免费问诊', '中医男科', '中医在线咨询免费', '老中医调理男性功能', '中医治疗肿瘤第一人', '附近老中医', '学中医的最后都干嘛了', '中医治疗男性功能障碍', '民间老中医', '自家祖传秘方药如何申请专利']"
